"AHQP004";"Enregistrement des potentiels moteurs par stimulation corticale et/ou spinale";"66,79";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"ALQP001";"Enregistrement des potentiels évoqués cognitifs événementiels";"Non pris en charge";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"ANQP005";"Enregistrement des potentiels évoqués nociceptifs avec mesure des amplitudes et des latences des réponses corticales, par stimulation au laser";"Non pris en charge";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AZQP002";"Enregistrement de potentiels évoqués, au lit du malade";"78,21";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"ACQC001";"Exploration intracrânienne, par vidéochirurgie";"Non pris en charge";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"ACQC001";"anesthésie";"";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"ABHB002";"Ponction de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire";"34,71";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"ABHB001";"Ponction de liquide cérébrospinal ventriculaire, par voie transcrânienne";"86,13";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ATM</regroupment>"
"AFHB001";"Ponction de liquide cérébrospinal, par voie infraoccipitale ou latérocervicale transcutanée [Ponction sousoccipitale]";"43,53";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AFHB002";"Ponction de liquide cérébrospinal, par voie lombale transcutanée [Ponction lombaire]";"26,50";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"ACHH001";"Ponction ou cytoponction de lésion intracrânienne, par voie transcutanée avec guidage scanographique";"104,50";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ATM</regroupment>"
"ACHJ001";"Ponction ou cytoponction de lésion intracrânienne, par voie transcutanée avec guidage remnographique [IRM]";"104,50";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ATM</regroupment>"
"ACHB001";"Biopsie de lésion intracrânienne, par voie transcrânienne stéréotaxique";"522,50";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ATM</regroupment>"
"ACHB001";"anesthésie";"229,90";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"ACHA002";"Biopsie de lésion intracrânienne, par craniotomie";"204,28";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"ACHA002";"anesthésie";"127,93";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"ACHA003";"Biopsie de lésion de la base du crâne, par endoscopie buccale ou nasale";"220,73";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"ACHA003";"anesthésie";"138,55";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"ACHA001";"Biopsie de lésion de la base du crâne, par abord transoral ou nasosphénoïdal";"284,47";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"ACHA001";"anesthésie";"198,68";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"AHHB001";"Biopsie de nerf périphérique, par voie transcutanée";"44,61";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AHHA001";"Biopsie de nerf périphérique, par abord direct";"47,58";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"AHHA002";"Biopsie neuromusculaire, par abord direct";"55,80";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"AGLB001";"Injection péridurale [épidurale] d'agent pharmacologique à visée antalgique, avec évaluation diagnostique et pronostique";"62,31";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"ANLB004";"Injection intrathécale d'agent pharmacologique à visée antalgique, avec évaluation diagnostique et pronostique";"57,60";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"ADLH001";"Infiltration anesthésique du ganglion trigéminal avec évaluation diagnostique et pronostique, avec guidage radiologique";"38,40";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"ADLH002";"Infiltration anesthésique d'une branche de division du nerf trijumeau avec évaluation diagnostique et pronostique, avec guidage radiologique";"9,60";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"ADLH003";"Infiltration anesthésique du nerf glossopharyngien avec évaluation diagnostique et pronostique, avec guidage radiologique";"9,60";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AHLH001";"Infiltration anesthésique de nerf spinal à son émergence rachidienne avec évaluation diagnostique et pronostique, avec guidage radiologique";"19,20";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AHLH011";"Infiltration anesthésique de branche dorsale de nerf spinal avec évaluation diagnostique et pronostique, avec guidage radiologique";"19,20";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AHLH008";"Infiltration anesthésique unilatérale ou bilatérale du nerf grand occipital [d'Arnold] avec évaluation diagnostique et pronostique, avec guidage radiologique";"19,20";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AHLB008";"Infiltration anesthésique du plexus brachial, avec évaluation diagnostique et pronostique";"39,96";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AHLH016";"Infiltration anesthésique du plexus lombosacral avec évaluation diagnostique et pronostique, avec guidage radiologique";"19,20";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AHLH005";"Infiltration anesthésique du plexus lombosacral avec évaluation diagnostique et pronostique, avec guidage scanographique";"19,20";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AHLB007";"Infiltration anesthésique de tronc nerveux superficiel avec évaluation diagnostique et pronostique, sans stimulodétection électrique";"23,09";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AHLB017";"Infiltration anesthésique de tronc nerveux superficiel avec évaluation diagnostique et pronostique, avec stimulodétection électrique";"31,16";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AHLB005";"Infiltration anesthésique de tronc nerveux profond avec évaluation diagnostique et pronostique, sans guidage";"43,26";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AHLH009";"Infiltration anesthésique de tronc nerveux profond avec évaluation diagnostique et pronostique, avec guidage radiologique";"19,20";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AHLH020";"Infiltration anesthésique de tronc nerveux profond avec évaluation diagnostique et pronostique, avec guidage scanographique";"19,20";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AJLH004";"Infiltration anesthésique du ganglion ptérygopalatin avec évaluation diagnostique et pronostique, avec guidage radiologique";"19,20";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AJLH012";"Infiltration anesthésique du ganglion ptérygopalatin avec évaluation diagnostique et pronostique, avec guidage scanographique";"19,20";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AJLB002";"Infiltration anesthésique du ganglion cervicothoracique [stellaire], avec évaluation diagnostique et pronostique";"39,96";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AJLH014";"Infiltration anesthésique de la chaîne sympathique thoracique avec évaluation diagnostique et pronostique, avec guidage radiologique";"28,80";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AJLH018";"Infiltration anesthésique de la chaîne sympathique thoracique avec évaluation diagnostique et pronostique, avec guidage scanographique";"28,80";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AJLJ001";"Infiltration anesthésique des nerfs splanchniques avec évaluation diagnostique et pronostique, avec guidage échographique";"28,80";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AJLH006";"Infiltration anesthésique des nerfs splanchniques avec évaluation diagnostique et pronostique, avec guidage radiologique";"28,80";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AJLJ003";"Infiltration anesthésique du plexus cœliaque avec évaluation diagnostique et pronostique, avec guidage échographique";"57,60";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
"AJLH007";"Infiltration anesthésique du plexus cœliaque avec évaluation diagnostique et pronostique, avec guidage radiologique";"57,60";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>2</exemption><regroupment>ATM</regroupment>"
