"CNAMTS - CCAM version 23 applicable au 25/01/2010";;;;;;;;;
"Code";"c";"Texte";"Activité";"Phase";"Tarif
(en euro)";"Rembt. ss Cdtions";"Accord Préalable";"Exo. TM";"Regroupement"
"ABHB002";;"Ponction de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire";1;0;34,71;;;2;"ATM"
"[F, P, S, U]";;"(ZZLP025)";;;;;;;
"ABHB001";;"Ponction de liquide cérébrospinal ventriculaire, par voie transcrânienne";1;0;86,13;;;1;"ATM"
"[F, P, S, U]";;"(ZZLP025)";;;;;;;
"AFHB001";;"Ponction de liquide cérébrospinal, par voie infraoccipitale ou latérocervicale transcutanée [Ponction sousoccipitale]";1;0;43,53;;;2;"ATM"
"[F, P, S, U]";;;;;;;;;
"AFHB002";;"Ponction de liquide cérébrospinal, par voie lombale transcutanée [Ponction lombaire]";1;0;26,50;;;2;"ATM"
"[F, P, S, U]";;;;;;;;;
;;;;;;;;;
"01.01.11.02";;"Ponction et biopsie du système nerveux";;;;;;;
;;;;;;;;;
"ACHH001";;"Ponction ou cytoponction de lésion intracrânienne, par voie transcutanée avec guidage scanographique";1;0;104,50;;;1;"ATM"
"[F, J, K, P, S, U]";;"(ZZLP025)";;;;;;;
"ACHJ001";;"Ponction ou cytoponction de lésion intracrânienne, par voie transcutanée avec guidage remnographique [IRM]";1;0;104,50;;;1;"ATM"
"[F, J, K, P, S, U]";;"(ZZLP025)";;;;;;;
"ACHB001";;"Biopsie de lésion intracrânienne, par voie transcrânienne stéréotaxique";1;0;522,50;;;1;"ATM"
"[A, J, K]";;"anesthésie";4;0;229,90;;;1;"ADA"
;;"(EZQH004, GELE001, YYYY105, YYYY189, YYYY300)";;;;;;;
"ACHA002";;"Biopsie de lésion intracrânienne, par craniotomie";1;0;204,28;;;1;"ADC"
"[A, J, K]";;"anesthésie";4;0;127,93;;;1;"ADA"
;;"(ACQP002, GELE001, YYYY189)";;;;;;;
"ACHA003";;"Biopsie de lésion de la base du crâne, par endoscopie buccale ou nasale";1;0;220,73;;;1;"ADC"
"[A, J, K]";;"anesthésie";4;0;138,55;;;1;"ADA"
;;"(GELE001)";;;;;;;
"ACHA001";;"Biopsie de lésion de la base du crâne, par abord transoral ou nasosphénoïdal";1;0;284,47;;;1;"ADC"
"[A, J, K]";;"anesthésie";4;0;198,68;;;1;"ADA"
;;"(ACQP002, GELE001)";;;;;;;
"AHHB001";;"Biopsie de nerf périphérique, par voie transcutanée";1;0;44,61;;;2;"ATM"
"AHHA001";;"Biopsie de nerf périphérique, par abord direct";1;0;47,58;;;1;"ADC"
;;"(ZZLP025)";;;;;;;
"AHHA002";;"Biopsie neuromusculaire, par abord direct";1;0;55,80;;;1;"ADC"
;;"(ZZLP025)";;;;;;;
;;;;;;;;;
"01.01.12";;"Injection anesthésique au niveau du système nerveux à visée diagnostique";;;;;;;
;;;;;;;;;
;;;;;;;;;
"01.01.12.01";;"Injection au niveau du système nerveux central à visée diagnostique";;;;;;;
;;"Avec ou sans : pose de cathéter";;;;;;;
;;;;;;;;;
"AGLB001";;"Injection péridurale [épidurale] d'agent pharmacologique à visée antalgique, avec évaluation diagnostique et pronostique";1;0;62,31;;;2;"ATM"
"ANLB004";;"Injection intrathécale d'agent pharmacologique à visée antalgique, avec évaluation diagnostique et pronostique";1;0;57,60;;;2;"ATM"
;;;;;;;;;
"01.01.12.02";;"Infiltration de nerf crânien à visée diagnostique";;;;;;;
;;;;;;;;;
"ADLH001";;"Infiltration anesthésique du ganglion trigéminal avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;38,40;;;2;"ATM"
"ADLH002";;"Infiltration anesthésique d'une branche de division du nerf trijumeau avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;9,60;;;2;"ATM"
"ADLH003";;"Infiltration anesthésique du nerf glossopharyngien avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;9,60;;;2;"ATM"
;;;;;;;;;
"01.01.12.03";;"Infiltration de nerf spinal [rachidien] à visée diagnostique";;;;;;;
;;;;;;;;;
"AHLH001";;"Infiltration anesthésique de nerf spinal à son émergence rachidienne avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;19,20;;;2;"ATM"
"AHLH011";;"Infiltration anesthésique de branche dorsale de nerf spinal avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;19,20;;;2;"ATM"
;;"À l'exclusion de : infiltration anesthésique unilatérale ou bilatérale du nerf grand occipital [d'Arnold] avec évaluation diagnostique et pronostique, avec guidage radiologique (AHLH008)";;;;;;;
"AHLH008";;"Infiltration anesthésique unilatérale ou bilatérale du nerf grand occipital [d'Arnold] avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;19,20;;;2;"ATM"
"AHLB008";;"Infiltration anesthésique du plexus brachial, avec évaluation diagnostique et pronostique";1;0;39,96;;;2;"ATM"
"AHLH016";;"Infiltration anesthésique du plexus lombosacral avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;19,20;;;2;"ATM"
"AHLH005";;"Infiltration anesthésique du plexus lombosacral avec évaluation diagnostique et pronostique, avec guidage scanographique";1;0;19,20;;;2;"ATM"
"AHLB007";;"Infiltration anesthésique de tronc nerveux superficiel avec évaluation diagnostique et pronostique, sans stimulodétection électrique";1;0;23,09;;;2;"ATM"
"AHLB017";;"Infiltration anesthésique de tronc nerveux superficiel avec évaluation diagnostique et pronostique, avec stimulodétection électrique";1;0;31,16;;;2;"ATM"
"AHLB005";;"Infiltration anesthésique de tronc nerveux profond avec évaluation diagnostique et pronostique, sans guidage";1;0;43,26;;;2;"ATM"
"AHLH009";;"Infiltration anesthésique de tronc nerveux profond avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;19,20;;;2;"ATM"
"AHLH020";;"Infiltration anesthésique de tronc nerveux profond avec évaluation diagnostique et pronostique, avec guidage scanographique";1;0;19,20;;;2;"ATM"
;;;;;;;;;
"01.01.12.04";;"Infiltration du système nerveux autonome à visée diagnostique";;;;;;;
;;;;;;;;;
"AJLH004";;"Infiltration anesthésique du ganglion ptérygopalatin avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;19,20;;;2;"ATM"
"AJLH012";;"Infiltration anesthésique du ganglion ptérygopalatin avec évaluation diagnostique et pronostique, avec guidage scanographique";1;0;19,20;;;2;"ATM"
"AJLB002";;"Infiltration anesthésique du ganglion cervicothoracique [stellaire], avec évaluation diagnostique et pronostique";1;0;39,96;;;2;"ATM"
"AJLH014";;"Infiltration anesthésique de la chaîne sympathique thoracique avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;28,80;;;2;"ATM"
"AJLH018";;"Infiltration anesthésique de la chaîne sympathique thoracique avec évaluation diagnostique et pronostique, avec guidage scanographique";1;0;28,80;;;2;"ATM"
"AJLJ001";;"Infiltration anesthésique des nerfs splanchniques avec évaluation diagnostique et pronostique, avec guidage échographique";1;0;28,80;;;2;"ATM"
"AJLH006";;"Infiltration anesthésique des nerfs splanchniques avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;28,80;;;2;"ATM"
"AJLJ003";;"Infiltration anesthésique du plexus cœliaque avec évaluation diagnostique et pronostique, avec guidage échographique";1;0;57,60;;;2;"ATM"
"AJLH007";;"Infiltration anesthésique du plexus cœliaque avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;57,60;;;2;"ATM"
"AJLH015";;"Infiltration anesthésique de la chaîne sympathique lombale avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;57,60;;;2;"ATM"
"AJLH001";;"Infiltration anesthésique de la chaîne sympathique lombale avec évaluation diagnostique et pronostique, avec guidage scanographique";1;0;57,60;;;2;"ATM"
"AJLH002";;"Infiltration anesthésique du plexus hypogastrique ou sacral avec évaluation diagnostique et pronostique, avec guidage radiologique";1;0;28,80;;;2;"ATM"
"AJLH010";;"Infiltration anesthésique du plexus hypogastrique ou sacral avec évaluation diagnostique et pronostique, avec guidage scanographique";1;0;28,80;;;2;"ATM"
;;;;;;;;;
"01.01.13";;"Tests neuropsychologiques";;;;;;;
;;"Facturation : diagnostic initial, éventuel examen annuel de contrôle";;;;;;;
;;;;;;;;;
"ALQP006";;"Test d'évaluation d'un déficit cognitif";1;0;69,12;;;2;"ATM"
;;"Évaluation par Alzheimer disease assessment scale [ADAS], batterie d'évaluation cognitive [B.E.C.96], dementia rating scale de Mattis";;;;;;;
;;"Évaluation d'un syndrome frontal par Stroop test, tours de Hanoï ou de Londres, Wisconsin card sorting test, tests d'attention, trail making test, fluence verbale ou catégorielle, labyrinthe de Porteus, protocole de Luria";;;;;;;
;;"Évaluation d'un trouble de la mémoire par Weschler mémoire, Weschler mémoire révisé, batterie 144, test de Crovitz, California verbal learning test, les 15 mots de Rey, test de rétention visuel de Benton, test de Corsi, test de la figure complexe de Rey, les 15 signes de Rey, test de Grober-Buschke, test de reconnaissance mots/visage de Warrington";;;;;;;
;;"Évaluation d'un trouble du langage par token test, Binois-Pichot, batteries d'évaluation du langage (Boston, Montréal Toulouse, Ducarne de Ribaucourt), DO 80";;;;;;;
;;"Test d'évaluation de l'attention [TEA]";;;;;;;
;;"Évaluation de la négligence visuospatiale par tests de barrage, de bissection, d'évaluation de la somatognosie, test de Bisiach";;;;;;;
;;"Évaluation d'une agnosie visuelle ou visuospatiale par test de Poppelreuter, test de Hooper, test de direction des lignes de Benton, figures lacunaires, protocole d'examen des gnosies visuelles, test de Ghent, PRM de Rey";;;;;;;
;;"Avec ou sans : évaluation de la dépendance";;;;;;;
"ALQP002";;"Test d'évaluation de l'efficience intellectuelle de l'enfant";1;0;69,12;;;2;"ATM"
;;"Évaluation par test Wisc-R, Binet-Simon révision Zazzo, WPPSI";;;;;;;
"ALQP005";;"Test d'évaluation de l'efficience intellectuelle de l'adulte";1;0;69,12;;;2;"ATM"
;;"Évaluation par test WAIS-R (QIP, QIV, QIG ou sub-tests), progressive matrice 38 [PM38], progressive matrice 47 [PM47], test D48 de Anstey";;;;;;;
"ALQP003";;"Test d'évaluation d'une dépression";1;0;69,12;;;2;"ATM"
;;"Évaluation par échelle psychiatrique MADRS, Hamilton, Beck, MMPI, STAI";;;;;;;
"ALQP004";;"Test d'évaluation des aspects psychopathologiques de la personnalité";1;0;69,12;;;2;"ATM"
;;"Évaluation par test MMPI, test de Rorschach, CAT, TAT";;;;;;;
"ZFQP002";;"Test d'évaluation et de catégorisation des déficiences, incapacités et désavantages sociaux";1;0;"Non pris en charge";;;2;"ATM"
;;"Évaluation selon la classification internationale de Wood";;;;;;;
"ZFQP003";;"Test d'évaluation de la qualité de vie";1;0;"Non pris en charge";;;2;"ATM"
;;;;;;;;;
"01.01.14";;"Autres actes diagnostiques sur le système nerveux";;;;;;;
;;;;;;;;;
"AZQP001";;"Actimétrie de longue durée";1;0;"Non pris en charge";;;2;"ATM"
;;;;;;;;;
"01.02";;"ACTES THÉRAPEUTIQUES SUR LE SYSTÈME NERVEUX CENTRAL INTRACRÂNIEN";;;;;;;
;;;;;;;;;
;;;;;;;;;
"01.02.01";;"Actes thérapeutiques sur le cerveau";;;;;;;
;;;;;;;;;
;;;;;;;;;
"01.02.01.01";;"Destruction de tissu cérébral";;;;;;;
;;;;;;;;;
"AANB001";;"Destruction d'une cible intracérébrale à visée fonctionnelle, par voie stéréotaxique";1;0;695,53;;;1;"ADC"
"[A, J, K]";;"Pallidotomie, thalamotomie, cingulotomie, tractotomie pédonculaire, par stéréotaxie";;;;;;;
;;"anesthésie";4;0;265,91;;;1;"ADA"
;;"(AAQP005, AGQP004, AGQP005, AGQP006, EZQH004, GELE001, YYYY105, YYYY189, YYYY300)";;;;;;;
;;;;;;;;;
"01.02.01.02";;"Section du tissu cérébral";;;;;;;
;;;;;;;;;
"AAPA900";;"Déconnexion d'une zone épileptogène, par craniotomie";1;0;"Non pris en charge";;;1;"ADC"
;;"Callosotomie fonctionnelle, par craniotomie";;;;;;;
;;"Avec ou sans : pose d'électrodes d'enregistrement électroencéphalographique";;;;;;;
;;"À l'exclusion de : transsections subpiales multiples";;;;;;;
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"01.02.01.03";;"Exérèse de tissu cérébral";;;;;;;
;;;;;;;;;
"AAFA007";;"Excision d'une zone épileptogène, par craniotomie";1;0;524,28;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"Avec ou sans : pose d'électrodes d'enregistrement électroencéphalographique";;;;;;;
;;"anesthésie";4;0;360,12;;;1;"ADA"
;;"(AAQP005, ACQP002, GELE001, YYYY189, ZZHA001)";;;;;;;
"AAFA004";;"Hémisphérectomie fonctionnelle, par craniotomie";1;0;850,16;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;435,22;;;1;"ADA"
;;"(AAQP005, ACQP002, GELE001, YYYY189, ZZHA001)";;;;;;;
"AAFA005";;"Exérèse de lésion du corps calleux, du fornix hypothalamique ou du septum pellucide, par craniotomie";1;0;655,65;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;379,85;;;1;"ADA"
;;"(ACQP002, AGMA001, AGQC001, GELE001, YYYY189, ZZHA001)";;;;;;;
"AAFA002";;"Exérèse de tumeur intraparenchymateuse du cerveau, par craniotomie";1;0;525,51;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;335,19;;;1;"ADA"
;;"(AAQP005, ACQP002, AGMA001, AGQP005, AGQP006, GELE001, YYYY189, ZZHA001)";;;;;;;
"AAFA006";;"Résection de parenchyme cérébral pour infarctus expansif, par craniotomie";1;0;418,00;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;301,47;;;1;"ADA"
;;"(GELE001, YYYY189, ZZHA001)";;;;;;;
;;;;;;;;;
"01.02.01.04";;"Évacuation de collection intracérébrale";;;;;;;
;;;;;;;;;
"AAJH003";;"Évacuation de collection intracérébrale, par voie transcrânienne avec guidage radiologique";1;0;167,20;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"À l'exclusion de : évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage radiologique (AAJH004)";;;;;;;
;;"anesthésie";4;0;126,46;;;1;"ADA"
;;"(ACQP002, GELE001)";;;;;;;
"AAJH001";;"Évacuation de collection intracérébrale, par voie transcrânienne avec guidage scanographique";1;0;167,20;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"À l'exclusion de : évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage scanographique (AAJH002)";;;;;;;
;;"anesthésie";4;0;126,46;;;1;"ADA"
;;"(GELE001)";;;;;;;
"AAJA001";;"Évacuation de collection intracérébrale, par craniotomie";1;0;408,82;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"À l'exclusion de : évacuation 
- de collection intracrânienne postopératoire, par reprise de la craniotomie précédente (AAJA005) 
- d'hématome intracérébral traumatique [contusion], par craniotomie (AAJA002) 
- d'hématome intracérébral non traumatique, par craniotomie (AAJA004)";;;;;;;
;;"anesthésie";4;0;230,76;;;1;"ADA"
;;"(ACQP002, GELE001, YYYY189)";;;;;;;
"AAJA005";;"Évacuation de collection intracrânienne postopératoire, par reprise de la craniotomie précédente";1;0;215,80;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;97,51;;;1;"ADA"
;;"(GELE001, YYYY189)";;;;;;;
"AAJH004";;"Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage radiologique";1;0;250,80;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;231,55;;;1;"ADA"
;;"(ACQP002, GELE001)";;;;;;;
"AAJH002";;"Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage scanographique";1;0;250,80;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;231,55;;;1;"ADA"
;;"(GELE001)";;;;;;;
"AAJA004";;"Évacuation d'hématome intracérébral non traumatique, par craniotomie";1;0;269,82;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"À l'exclusion de : évacuation de collection intracrânienne postopératoire, par reprise de la craniotomie précédente (AAJA005)";;;;;;;
;;"anesthésie";4;0;286,84;;;1;"ADA"
;;"(ACQP002, GELE001, YYYY189)";;;;;;;
"AAJA002";;"Évacuation d'hématome intracérébral traumatique [contusion], par craniotomie";1;0;282,57;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"Avec ou sans : évacuation 
- d'hématome subdural 
- d'hématome extradural";;;;;;;
;;"anesthésie";4;0;275,90;;;1;"ADA"
;;"(AGMA001, EAMA001, EAMA002, GELE001, YYYY189)";;;;;;;
;;;;;;;;;
"01.02.02";;"Actes thérapeutiques sur le cervelet et le tronc cérébral";;;;;;;
;;;;;;;;;
;;;;;;;;;
"01.02.02.01";;"Exérèse de tissu du cervelet et du tronc cérébral";;;;;;;
;;;;;;;;;
"AAFA001";;"Exérèse de tumeur intraparenchymateuse du cervelet, par craniotomie";1;0;594,89;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;520,24;;;1;"ADA"
;;"(ACQP002, EAMA001, EAMA002, GELE001, YYYY189, ZZHA001)";;;;;;;
"AAFA008";;"Résection de parenchyme cérébelleux pour infarctus expansif, par craniotomie";1;0;418,00;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;378,45;;;1;"ADA"
;;"(GELE001, YYYY189, ZZHA001)";;;;;;;
"AAFA003";;"Exérèse de lésion du tronc cérébral, par craniotomie";1;0;813,14;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;498,98;;;1;"ADA"
;;"(ACQP002, AGQP004, AGQP005, AGQP006, GELE001, YYYY189, ZZHA001)";;;;;;;
;;;;;;;;;
"01.02.02.02";;"Évacuation de collection intracérébelleuse";;;;;;;
;;;;;;;;;
"AAJA003";;"Évacuation d'hématome intracérébelleux, par craniotomie";1;0;418,00;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"Avec ou sans : évacuation 
- d'hématome subdural 
- d'hématome extradural";;;;;;;
;;"anesthésie";4;0;357,92;;;1;"ADA"
;;"(AGMA001, EAMA001, EAMA002, GELE001, YYYY189)";;;;;;;
;;;;;;;;;
"01.02.03";;"Autres actes thérapeutiques sur l'encéphale";;;;;;;
;;;;;;;;;
"AAJA006";;"Parage de plaie craniocérébrale";1;0;383,33;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;241,45;;;1;"ADA"
;;"(EAMA001, EAMA002, GELE001, PAFA010, YYYY188, YYYY189)";;;;;;;
;;;;;;;;;
"01.02.04";;"Actes thérapeutiques sur les méninges, les ventricules et le liquide cérébrospinal [LCS] intracrâniens";;;;;;;
;;;;;;;;;
;;;;;;;;;
"01.02.04.01";;"Évacuation du liquide cérébrospinal [LCS] intracrânien";;;;;;;
;;;;;;;;;
"ABJB002";;"Évacuation de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire";1;0;34,71;;;1;"ATM"
"[F, P, S, U]";;"(ZZLP025)";;;;;;;
"ABJB001";;"Évacuation de liquide cérébrospinal ventriculaire avec injection à visée thérapeutique, par voie transcrânienne";1;0;91,47;;;1;"ADC"
"[A, F, P, S, U]";;"anesthésie";4;0;86,88;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"01.02.04.02";;"Injection dans le liquide cérébrospinal [LCS] intracrânien";;;;;;;
;;;;;;;;;
"ABLA001";;"Pose d'un cathéter intraventriculaire ou intrakystique cérébral par voie transcrânienne, avec pose d'un système diffuseur ou d'une pompe implantable souscutané";1;0;125,99;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;120,96;;;1;"ADA"
;;"(AGQC001, GELE001)";;;;;;;
"ABGA003";;"Ablation d'un système diffuseur implanté et du cathéter intraventriculaire ou intrakystique cérébral";1;0;55,39;;;1;"ADC"
"[F, P, S, U]";;"(ZZLP025)";;;;;;;
